route,page_type,collection,slug,title,status,notes
"/dog-breeds/pekingese/","dog_breed_detail","Dog Breeds","pekingese","Caring for a Pekingese in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/pembroke-welsh-corgi/","dog_breed_detail","Dog Breeds","pembroke-welsh-corgi","Is the Pembroke Welsh Corgi Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/perro-de-presa-canario/","dog_breed_detail","Dog Breeds","perro-de-presa-canario","Perro de Presa Canario Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/peruvian-inca-orchid/","dog_breed_detail","Dog Breeds","peruvian-inca-orchid","Peruvian Inca Orchid Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/petit-basset-griffon-vendeen/","dog_breed_detail","Dog Breeds","petit-basset-griffon-vendeen","Is the Petit Basset Griffon Vendeen Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/pharaoh-hound/","dog_breed_detail","Dog Breeds","pharaoh-hound","Choosing a Pharaoh Hound: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/plott-hound/","dog_breed_detail","Dog Breeds","plott-hound","Plott Hound 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/pointer/","dog_breed_detail","Dog Breeds","pointer","Caring for a Pointer in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/polish-lowland-sheepdog/","dog_breed_detail","Dog Breeds","polish-lowland-sheepdog","Choosing a Polish Lowland Sheepdog: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/pomchi/","dog_breed_detail","Dog Breeds","pomchi","Choosing a Pomchi: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/pomeranian/","dog_breed_detail","Dog Breeds","pomeranian","Pomeranian Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/poodle/","dog_breed_detail","Dog Breeds","poodle","Choosing a Poodle: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/portuguese-podengo-pequeno/","dog_breed_detail","Dog Breeds","portuguese-podengo-pequeno","Portuguese Podengo Pequeno Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/portuguese-pointer/","dog_breed_detail","Dog Breeds","portuguese-pointer","Choosing a Portuguese Pointer: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/portuguese-water-dog/","dog_breed_detail","Dog Breeds","portuguese-water-dog","Is the Portuguese Water Dog Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/presa-canario/","dog_breed_detail","Dog Breeds","presa-canario","The Presa Canario at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/pudelpointer/","dog_breed_detail","Dog Breeds","pudelpointer","Pudelpointer Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/puggle/","dog_breed_detail","Dog Breeds","puggle","Caring for a Puggle in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/puli/","dog_breed_detail","Dog Breeds","puli","Puli 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/pumi/","dog_breed_detail","Dog Breeds","pumi","The Pumi at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/pyrador/","dog_breed_detail","Dog Breeds","pyrador","Everything to Know About the Pyrador: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/pyredoodle/","dog_breed_detail","Dog Breeds","pyredoodle","Pyredoodle Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/pyrenean-mastiff/","dog_breed_detail","Dog Breeds","pyrenean-mastiff","Pyrenean Mastiff 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/pyrenean-shepherd/","dog_breed_detail","Dog Breeds","pyrenean-shepherd","Pyrenean Shepherd Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/rafeiro-do-alentejo/","dog_breed_detail","Dog Breeds","rafeiro-do-alentejo","Rafeiro do Alentejo 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/rat-terrier/","dog_breed_detail","Dog Breeds","rat-terrier","Rat Terrier Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/redbone-coonhound/","dog_breed_detail","Dog Breeds","redbone-coonhound","Everything to Know About the Redbone Coonhound: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/rhodesian-ridgeback/","dog_breed_detail","Dog Breeds","rhodesian-ridgeback","Is the Rhodesian Ridgeback Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/rottweiler/","dog_breed_detail","Dog Breeds","rottweiler","Rottweiler 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/russian-toy/","dog_breed_detail","Dog Breeds","russian-toy","New to the Russian Toy? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/russian-tsvetnaya-bolonka/","dog_breed_detail","Dog Breeds","russian-tsvetnaya-bolonka","Russian Tsvetnaya Bolonka 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/saint-berdoodle/","dog_breed_detail","Dog Breeds","saint-berdoodle","Choosing a Saint Berdoodle: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/saint-bernard/","dog_breed_detail","Dog Breeds","saint-bernard","New to the Saint Bernard? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/saluki/","dog_breed_detail","Dog Breeds","saluki","Everything to Know About the Saluki: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/samoyed/","dog_breed_detail","Dog Breeds","samoyed","Choosing a Samoyed: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/sarplaninac/","dog_breed_detail","Dog Breeds","sarplaninac","Sarplaninac Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/schapendoes/","dog_breed_detail","Dog Breeds","schapendoes","Schapendoes Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/schipperke/","dog_breed_detail","Dog Breeds","schipperke","Schipperke Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/schnoodle/","dog_breed_detail","Dog Breeds","schnoodle","Schnoodle Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/scottish-deerhound/","dog_breed_detail","Dog Breeds","scottish-deerhound","Scottish Deerhound 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/scottish-terrier/","dog_breed_detail","Dog Breeds","scottish-terrier","Scottish Terrier 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/sealyham-terrier/","dog_breed_detail","Dog Breeds","sealyham-terrier","Choosing a Sealyham Terrier: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/segugio-italiano/","dog_breed_detail","Dog Breeds","segugio-italiano","Is the Segugio Italiano Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/sheepadoodle/","dog_breed_detail","Dog Breeds","sheepadoodle","New to the Sheepadoodle? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/sheprador/","dog_breed_detail","Dog Breeds","sheprador","Caring for a Sheprador in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/shetland-sheepdog/","dog_breed_detail","Dog Breeds","shetland-sheepdog","Is the Shetland Sheepdog Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/shiba-inu/","dog_breed_detail","Dog Breeds","shiba-inu","New to the Shiba Inu? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/shih-poo/","dog_breed_detail","Dog Breeds","shih-poo","Shih-poo Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/shih-tzu/","dog_breed_detail","Dog Breeds","shih-tzu","Shih Tzu Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/shikoku/","dog_breed_detail","Dog Breeds","shikoku","New to the Shikoku? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/siberian-husky/","dog_breed_detail","Dog Breeds","siberian-husky","Siberian Husky 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/silky-terrier/","dog_breed_detail","Dog Breeds","silky-terrier","Everything to Know About the Silky Terrier: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/skye-terrier/","dog_breed_detail","Dog Breeds","skye-terrier","Caring for a Skye Terrier in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/sloughi/","dog_breed_detail","Dog Breeds","sloughi","Sloughi Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/slovakian-wirehaired-pointer/","dog_breed_detail","Dog Breeds","slovakian-wirehaired-pointer","Choosing a Slovakian Wirehaired Pointer: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/slovensky-cuvac/","dog_breed_detail","Dog Breeds","slovensky-cuvac","Is the Slovensky Cuvac Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/slovensky-kopov/","dog_breed_detail","Dog Breeds","slovensky-kopov","Slovensky Kopov 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/small-munsterlander-pointer/","dog_breed_detail","Dog Breeds","small-munsterlander-pointer","Caring for a Small Munsterlander Pointer in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/smooth-fox-terrier/","dog_breed_detail","Dog Breeds","smooth-fox-terrier","Smooth Fox Terrier 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/soft-coated-wheaten-terrier/","dog_breed_detail","Dog Breeds","soft-coated-wheaten-terrier","Soft Coated Wheaten Terrier Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/spanish-mastiff/","dog_breed_detail","Dog Breeds","spanish-mastiff","Choosing a Spanish Mastiff: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/spanish-water-dog/","dog_breed_detail","Dog Breeds","spanish-water-dog","Caring for a Spanish Water Dog in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/spinone-italiano/","dog_breed_detail","Dog Breeds","spinone-italiano","New to the Spinone Italiano? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/stabyhoun/","dog_breed_detail","Dog Breeds","stabyhoun","New to the Stabyhoun? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/staffordshire-bull-terrier/","dog_breed_detail","Dog Breeds","staffordshire-bull-terrier","Caring for a Staffordshire Bull Terrier in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/standard-schnauzer/","dog_breed_detail","Dog Breeds","standard-schnauzer","Caring for a Standard Schnauzer in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/sussex-spaniel/","dog_breed_detail","Dog Breeds","sussex-spaniel","Choosing a Sussex Spaniel: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/swedish-lapphund/","dog_breed_detail","Dog Breeds","swedish-lapphund","Choosing a Swedish Lapphund: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/swedish-vallhund/","dog_breed_detail","Dog Breeds","swedish-vallhund","Choosing a Swedish Vallhund: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/taiwan-dog/","dog_breed_detail","Dog Breeds","taiwan-dog","Is the Taiwan Dog Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/teddy-roosevelt-terrier/","dog_breed_detail","Dog Breeds","teddy-roosevelt-terrier","Everything to Know About the Teddy Roosevelt Terrier: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/thai-ridgeback/","dog_breed_detail","Dog Breeds","thai-ridgeback","Is the Thai Ridgeback Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/tibetan-mastiff/","dog_breed_detail","Dog Breeds","tibetan-mastiff","Tibetan Mastiff Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/tibetan-spaniel/","dog_breed_detail","Dog Breeds","tibetan-spaniel","The Tibetan Spaniel at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/tibetan-terrier/","dog_breed_detail","Dog Breeds","tibetan-terrier","Tibetan Terrier 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/tornjak/","dog_breed_detail","Dog Breeds","tornjak","Is the Tornjak Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/tosa/","dog_breed_detail","Dog Breeds","tosa","Tosa Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/toy-fox-terrier/","dog_breed_detail","Dog Breeds","toy-fox-terrier","Is the Toy Fox Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/transylvanian-hound/","dog_breed_detail","Dog Breeds","transylvanian-hound","Transylvanian Hound Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/treeing-tennessee-brindle/","dog_breed_detail","Dog Breeds","treeing-tennessee-brindle","Caring for a Treeing Tennessee Brindle in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/treeing-walker-coonhound/","dog_breed_detail","Dog Breeds","treeing-walker-coonhound","Is the Treeing Walker Coonhound Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/vizsla/","dog_breed_detail","Dog Breeds","vizsla","Choosing a Vizsla: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/volpino-italiano/","dog_breed_detail","Dog Breeds","volpino-italiano","Is the Volpino Italiano Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/weimaraner/","dog_breed_detail","Dog Breeds","weimaraner","New to the Weimaraner? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/welsh-springer-spaniel/","dog_breed_detail","Dog Breeds","welsh-springer-spaniel","Everything to Know About the Welsh Springer Spaniel: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/welsh-terrier/","dog_breed_detail","Dog Breeds","welsh-terrier","Is the Welsh Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/west-highland-white-terrier/","dog_breed_detail","Dog Breeds","west-highland-white-terrier","New to the West Highland White Terrier? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/whippet/","dog_breed_detail","Dog Breeds","whippet","New to the Whippet? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/white-shepherd/","dog_breed_detail","Dog Breeds","white-shepherd","White Shepherd 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/whoodle/","dog_breed_detail","Dog Breeds","whoodle","The Whoodle at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/wire-fox-terrier/","dog_breed_detail","Dog Breeds","wire-fox-terrier","Wire Fox Terrier Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/wirehaired-pointing-griffon/","dog_breed_detail","Dog Breeds","wirehaired-pointing-griffon","Wirehaired Pointing Griffon Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/wirehaired-vizsla/","dog_breed_detail","Dog Breeds","wirehaired-vizsla","Caring for a Wirehaired Vizsla in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/working-kelpie/","dog_breed_detail","Dog Breeds","working-kelpie","Is the Working Kelpie Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/xoloitzcuintli/","dog_breed_detail","Dog Breeds","xoloitzcuintli","Everything to Know About the Xoloitzcuintli: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/yakutian-laika/","dog_breed_detail","Dog Breeds","yakutian-laika","Yakutian Laika Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/yorkipoo/","dog_breed_detail","Dog Breeds","yorkipoo","Yorkipoo Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/yorkshire-terrier/","dog_breed_detail","Dog Breeds","yorkshire-terrier","Yorkshire Terrier Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/zuchon-teddy-bear/","dog_breed_detail","Dog Breeds","zuchon-teddy-bear","Zuchon (Teddy Bear) Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-insurance-canada/desjardins-pet-insurance/","provider_detail","Pet Insurance Providers","desjardins-pet-insurance","Desjardins Pet Insurance","generated",""
"/dog-insurance-canada/fetch-pet-insurance/","provider_detail","Pet Insurance Providers","fetch-pet-insurance","Fetch by The Dodo","generated",""
"/dog-insurance-canada/furkin/","provider_detail","Pet Insurance Providers","furkin","Furkin","generated",""
"/dog-insurance-canada/ovma-pet-health-insurance/","provider_detail","Pet Insurance Providers","ovma-pet-health-insurance","OVMA Pet Health Insurance","generated",""
"/dog-insurance-canada/peppermint/","provider_detail","Pet Insurance Providers","peppermint","Peppermint","generated",""
"/dog-insurance-canada/pets-plus-us/","provider_detail","Pet Insurance Providers","pets-plus-us","Pets Plus Us","generated",""
"/dog-insurance-canada/petsecure/","provider_detail","Pet Insurance Providers","petsecure","Petsecure","generated",""
"/dog-insurance-canada/trupanion/","provider_detail","Pet Insurance Providers","trupanion","Trupanion","generated",""
"/dog-parks/","dog_parks_directory","Static","dog-parks","dog_parks_directory","generated",""
"/dog-parks/ab/","province_landing","Provinces","ab","Alberta","generated",""
"/dog-parks/adams-park-cornwall/","park_detail","Dog Parks","adams-park-cornwall","Adams Park Leash Free Dog Park","generated",""
"/dog-parks/aitken-place-park/","park_detail","Dog Parks","aitken-place-park","Aitken Place Park (Dogs Allowed Area)","generated",""
"/dog-parks/ajax-waterfront-park/","park_detail","Dog Parks","ajax-waterfront-park","Ajax Waterfront Park Leash-Free Dog Park","generated",""
"/dog-parks/ajax/","city_landing","City Pages","ajax","Ajax","generated",""
"/dog-parks/albert-park-radisson-heights-off-leash-area/","park_detail","Dog Parks","albert-park-radisson-heights-off-leash-area","Albert Park/Radisson Heights (Off-Leash Area)","generated",""
"/dog-parks/albion-fairgrounds-maple-ridge/","park_detail","Dog Parks","albion-fairgrounds-maple-ridge","Albion Fairgrounds Leash-Free Dog Park","generated",""
"/dog-parks/alexander-park-victoria/","park_detail","Dog Parks","alexander-park-victoria","Alexander Park Leash-Free Area","generated",""
"/dog-parks/alguire-park-cornwall/","park_detail","Dog Parks","alguire-park-cornwall","Alguire Park Leash Free Dog Park","generated",""
"/dog-parks/allan-gardens/","park_detail","Dog Parks","allan-gardens","Allan Gardens (Dogs Allowed Area)","generated",""
"/dog-parks/allan-hogg-rotary-park/","park_detail","Dog Parks","allan-hogg-rotary-park","Dr. R. J. Allan Hogg Rotary Park Leash-Free Area","generated",""
"/dog-parks/amherst/","city_landing","City Pages","amherst","Amherst","generated",""
"/dog-parks/andy-livingstone-dog-park/","park_detail","Dog Parks","andy-livingstone-dog-park","Andy Livingstone (off-leash dog park)","generated",""
"/dog-parks/antigonish-dog-park/","park_detail","Dog Parks","antigonish-dog-park","Antigonish Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/apollo-crater-park/","park_detail","Dog Parks","apollo-crater-park","Apollo Crater Park Leash-Free Dog Park","generated",""
"/dog-parks/ardmore-park-service-dog-park/","park_detail","Dog Parks","ardmore-park-service-dog-park","Ardmore Park Service Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/auburn-bay-off-leash-area/","park_detail","Dog Parks","auburn-bay-off-leash-area","Auburn Bay Dog Park (Community Off-Leash Greenspace)","generated",""
"/dog-parks/audley-recreation-centre/","park_detail","Dog Parks","audley-recreation-centre","Audley Recreation Centre Off-Leash Area Leash-Free Dog Park","generated",""
"/dog-parks/avalon-dog-park/","park_detail","Dog Parks","avalon-dog-park","Avalon Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/awenda-pet-beach-area/","park_detail","Dog Parks","awenda-pet-beach-area","Awenda Pet Beach Area Leash-Free Dog Park","generated",""
"/dog-parks/baffin-dog-park/","park_detail","Dog Parks","baffin-dog-park","Baffin Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/bakerview-park-surrey/","park_detail","Dog Parks","bakerview-park-surrey","Bakerview Park Leash-Free Area","generated",""
"/dog-parks/balaclava-dog-park/","park_detail","Dog Parks","balaclava-dog-park","Andy Livingstone (off-leash dog park)","generated",""
"/dog-parks/ballantyne-park/","park_detail","Dog Parks","ballantyne-park","Ballantyne Park Leash-Free Dog Park","generated",""
"/dog-parks/balmoral-park-chilliwack/","park_detail","Dog Parks","balmoral-park-chilliwack","Balmoral Park Leash-Free Dog Park","generated",""
"/dog-parks/balmy-beach-park/","park_detail","Dog Parks","balmy-beach-park","Balmy Beach Park (Leash-Free Dog Area)","generated",""
"/dog-parks/banfield-park-victoria/","park_detail","Dog Parks","banfield-park-victoria","Banfield Park Leash-Free Area","generated",""
"/dog-parks/barbara-hall-park/","park_detail","Dog Parks","barbara-hall-park","Barbara Hall Park (Leash-Free Dog Area)","generated",""
"/dog-parks/barber-park-chilliwack/","park_detail","Dog Parks","barber-park-chilliwack","Barber Park Leash-Free Dog Park","generated",""
"/dog-parks/barkwood-forest/","park_detail","Dog Parks","barkwood-forest","Barkwood Forest Leash-Free Dog Park","generated",""
"/dog-parks/barnet-marine-park-burnaby/","park_detail","Dog Parks","barnet-marine-park-burnaby","Barnet Marine Park Leash-Free Area","generated",""
"/dog-parks/barrie/","city_landing","City Pages","barrie","Barrie","generated",""
"/dog-parks/base-plein-air-de-sainte-foy-dog-park/","park_detail","Dog Parks","base-plein-air-de-sainte-foy-dog-park","Base Plein-Air de Sainte-Foy Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/battleford/","city_landing","City Pages","battleford","Battleford","generated",""
"/dog-parks/bayview-arena-park/","park_detail","Dog Parks","bayview-arena-park","Bayview Arena Park (Dogs Allowed Area)","generated",""
"/dog-parks/bayview-drive/","park_detail","Dog Parks","bayview-drive","Bayview Drive Leash Free Dog Park","generated",""
"/dog-parks/bayview-park/","park_detail","Dog Parks","bayview-park","Bayview Park (Leash Free Dog Park)","generated",""
"/dog-parks/bc/","province_landing","Provinces","bc","British Columbia","generated",""
"/dog-parks/beacon-hill-park-victoria/","park_detail","Dog Parks","beacon-hill-park-victoria","Beacon Hill Park Leash-Free Area","generated",""
"/dog-parks/bearspaw-off-leash-area/","park_detail","Dog Parks","bearspaw-off-leash-area","Bearspaw Off-Leash Area","generated",""
"/dog-parks/beckett-park-maple-ridge/","park_detail","Dog Parks","beckett-park-maple-ridge","Beckett Park Leash-Free Dog Park","generated",""
"/dog-parks/beddington-heights-off-leash-area/","park_detail","Dog Parks","beddington-heights-off-leash-area","Beddington Heights Off-Leash Area (NW Calgary Dog Park)","generated",""
"/dog-parks/bell-park-burnaby/","park_detail","Dog Parks","bell-park-burnaby","Bell Park Leash-Free Area","generated",""
"/dog-parks/belleville/","city_landing","City Pages","belleville","Belleville","generated",""
"/dog-parks/bickford-park/","park_detail","Dog Parks","bickford-park","Bickford Park (Leash-Free Dog Area)","generated",""
"/dog-parks/bishops-park/","park_detail","Dog Parks","bishops-park","Bishop's Park Dog Park in Hamilton, Ontario","generated",""
"/dog-parks/blackie-spit-surrey/","park_detail","Dog Parks","blackie-spit-surrey","Blackie Spit Leash-Free Dog Area","generated",""
"/dog-parks/blue-heron-park-ladysmith/","park_detail","Dog Parks","blue-heron-park-ladysmith","Blue Heron Park Leash-Free Area","generated",""
"/dog-parks/bob-hunter-park/","park_detail","Dog Parks","bob-hunter-park","Bob Hunter Park Dog Park in Toronto, Ontario","generated",""
"/dog-parks/bonavista/","park_detail","Dog Parks","bonavista","Bonavista Park (Off-Leash Area)","generated",""
"/dog-parks/bonnycastle-park/","park_detail","Dog Parks","bonnycastle-park","Bonnycastle Park Leash-Free Dog Park","generated",""
"/dog-parks/borers-falls-conservation-area/","park_detail","Dog Parks","borers-falls-conservation-area","Borer's Falls Conservation Area Dog Park in Flamborough, Ontario","generated",""
"/dog-parks/botany-hill-park/","park_detail","Dog Parks","botany-hill-park","Botany Hill Park (Dogs Allowed Area)","generated",""
"/dog-parks/bourkevale-park/","park_detail","Dog Parks","bourkevale-park","Bourkevale Park Leash-Free Dog Park","generated",""
"/dog-parks/bowmont-park/","park_detail","Dog Parks","bowmont-park","Bowmont Park (Leash-Free Dog Area)","generated",""
"/dog-parks/braeside-off-leash-area/","park_detail","Dog Parks","braeside-off-leash-area","Braeside Off-Leash Area (South Calgary)","generated",""
"/dog-parks/bramalea-community-park/","park_detail","Dog Parks","bramalea-community-park","Bramalea Ltd Community Park Leash-Free Dog Park","generated",""
"/dog-parks/brampton/","city_landing","City Pages","brampton","Brampton","generated",""
"/dog-parks/brandon/","city_landing","City Pages","brandon","Brandon","generated",""
"/dog-parks/brenda-leipsic-park/","park_detail","Dog Parks","brenda-leipsic-park","Brenda Leipsic Park Leash-Free Dog Park","generated",""
"/dog-parks/brewer-park/","park_detail","Dog Parks","brewer-park","Brewer Park Leash-Free Dog Park","generated",""
"/dog-parks/bridgeland-riverside-off-leash-area/","park_detail","Dog Parks","bridgeland-riverside-off-leash-area","Bridgeland Riverside Off-Leash Area (NE Calgary)","generated",""
"/dog-parks/bridgewater/","city_landing","City Pages","bridgewater","Bridgewater","generated",""
"/dog-parks/britannia-slopes-off-leash-area/","park_detail","Dog Parks","britannia-slopes-off-leash-area","Britannia Slopes Off-Leash Area (SW Calgary)","generated",""
"/dog-parks/bronte-creek-provincial-park/","park_detail","Dog Parks","bronte-creek-provincial-park","Bronte Creek Provincial Park (Leash-Free Trails)","generated",""
"/dog-parks/broughton-east-park/","park_detail","Dog Parks","broughton-east-park","Broughton East Park Dog Park in Hamilton, Ontario","generated",""
"/dog-parks/bruce-pit/","park_detail","Dog Parks","bruce-pit","Bruce Pit Leash-Free Dog Park","generated",""
"/dog-parks/buena-vista-park-off-leash-dog-park/","park_detail","Dog Parks","buena-vista-park-off-leash-dog-park","Buena Vista Park Off-Leash Dog Park","generated",""
"/dog-parks/burgoyne-woods-park/","park_detail","Dog Parks","burgoyne-woods-park","Burgoyne Woods Leash-Free Dog Park (St. Catharines)","generated",""
"/dog-parks/burlington/","city_landing","City Pages","burlington","Burlington","generated",""
"/dog-parks/burnaby-fraser-foreshore-park/","park_detail","Dog Parks","burnaby-fraser-foreshore-park","Burnaby Fraser Foreshore Park Leash-Free Area","generated",""
"/dog-parks/burnaby-heights-park/","park_detail","Dog Parks","burnaby-heights-park","Burnaby Heights Park Leash-Free Area","generated",""
"/dog-parks/burnaby/","city_landing","City Pages","burnaby","Burnaby","generated",""
"/dog-parks/burrard-view-dog-park-vancouver/","park_detail","Dog Parks","burrard-view-dog-park-vancouver","Burrard View Park (off-leash dog park)","generated",""
"/dog-parks/caesars-off-leash-area/","park_detail","Dog Parks","caesars-off-leash-area","Caesar’s Off-Leash Dog Park","generated",""
"/dog-parks/calgary/","city_landing","City Pages","calgary","Calgary","generated",""
"/dog-parks/callingwood-park-off-leash-area/","park_detail","Dog Parks","callingwood-park-off-leash-area","Callingwood Park Off-Leash Area","generated",""
"/dog-parks/campbell-memorial-park-dog-off-leash-area/","park_detail","Dog Parks","campbell-memorial-park-dog-off-leash-area","Campbell Memorial Park Dog Off-Leash Area","generated",""
"/dog-parks/campbellford-dog-park/","park_detail","Dog Parks","campbellford-dog-park","Campbellford Dog Park Leash-Free Dog Park","generated",""
"/dog-parks/campbellford/","city_landing","City Pages","campbellford","Campbellford","generated",""
"/dog-parks/canoe-landing-park/","park_detail","Dog Parks","canoe-landing-park","Canoe Landing Park (Leash-Free Dog Area)","generated",""
"/dog-parks/canyon-meadows-off-leash-area/","park_detail","Dog Parks","canyon-meadows-off-leash-area","Canyon Meadows Off-Leash Area (South Calgary)","generated",""
