"priority","collection","item_name","item_slug","field_name","original_webflow_url","current_local_filename","suggested_filename","suggested_public_path","status","notes"
"High","Dog Parks","Locarno Beach Park","locarno-beach-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfdbc135317971c008bc_dog-park-urban-setting-with-people-and-dogs.jpg.png","","park-locarno-beach-dog-park-vancouver-image.png","/images/parks/park-locarno-beach-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Mattamy Sports Park","mattamy-sports-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b0e999bdaee7108faf58_Mattamy%20Sports%20Park%27s%20.jpg","","park-mattamy-sports-park-image.jpg","/images/parks/park-mattamy-sports-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Memorial Park","memorial-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68405b6ebe714937906fc5bf_Memorial%20Park.jpg","","park-memorial-park-image.jpg","/images/parks/park-memorial-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Merrill Bridge Road Park","merrill-bridge-road-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842da39f643bafba72e5f9b_Dogs%20off-leash%20area%20at%20Merrill%20Bridge%20Road%20Park.jpg","","park-merrill-bridge-road-park-image.jpg","/images/parks/park-merrill-bridge-road-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Musqueam Park","musqueam-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-musqueam-dog-park-vancouver-image.png","/images/parks/park-musqueam-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Nat Bailey Stadium Park","nat-bailey-stadium-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-nat-bailey-stadium-dog-park-image.png","/images/parks/park-nat-bailey-stadium-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Nelson Park","nelson-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfcb959daf711b63b8f2_spacious-dog-park-with-trees-and-grass.jpg.png","","park-nelson-dog-park-image.png","/images/parks/park-nelson-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","New Brighton Park","new-brighton-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfcb959daf711b63b8f2_spacious-dog-park-with-trees-and-grass.jpg.png","","park-new-brighton-dog-park-vancouver-image.png","/images/parks/park-new-brighton-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","New Brighton Park ","new-brighton-dog-park-vancouver-65262","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","","park-new-brighton-dog-park-vancouver-65262-image.png","/images/parks/park-new-brighton-dog-park-vancouver-65262-image.png","not_started","No local file matched yet."
"High","Dog Parks","Norton Park","norton-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a0441047625cebdeaa6de_Norton%20Park%20%E2%80%93%20Leash-Free%20Dog%20Area.png","","park-norton-park-image.png","/images/parks/park-norton-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Nose Hill Park","nose-hill-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5bfde0b90cfb6b0ce67e_nose-hill-park.png","","park-nose-hill-park-image.png","/images/parks/park-nose-hill-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Oak Meadows Park","oak-meadows-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","","park-oak-meadows-dog-park-image.png","/images/parks/park-oak-meadows-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Oakcrest Parkette","oakcrest-parkette","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842d8165d5745ba279835ba_Oakcrest%20Parkette.jpg","","park-oakcrest-parkette-image.jpg","/images/parks/park-oakcrest-parkette-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Palermo Park","palermo-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684076d71ab44f790a326243_Palermo%20Park.jpg","","park-palermo-park-image.jpg","/images/parks/park-palermo-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Pandora Park","pandora-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-pandora-dog-park-vancouver-image.png","/images/parks/park-pandora-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Pathfinder Park","pathfinder-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a055df5ba14b9bfccd231_Pathfinder%20Park.png","","park-pathfinder-park-image.png","/images/parks/park-pathfinder-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Post Park","post-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684079a0afaf0bcbff6abae8_post-park.jpg","","park-post-park-image.jpg","/images/parks/park-post-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Queen Elizabeth Park","queen-elizabeth-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-queen-elizabeth-dog-park-image.png","/images/parks/park-queen-elizabeth-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Queensland Off-Leash Area","queensland-off-leash-area","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1bf500277777e67e6c35_queensland-off-leash-area-calgary-leash-free-dog-park.jpg","","park-queensland-off-leash-area-image.jpg","/images/parks/park-queensland-off-leash-area-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Quenippenon Meadows Leash Free Park","quenippenon-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b3fd55f51e1e45c6ab08_Quenippenon%20Meadows%20Leash-Free%20Zone.jpg","","park-quenippenon-park-image.jpg","/images/parks/park-quenippenon-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Quilchena Park","quilchena-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","","park-quilchena-dog-park-image.png","/images/parks/park-quilchena-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Renfrew Community Park","renfrew-community-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfdbc135317971c008bc_dog-park-urban-setting-with-people-and-dogs.jpg.png","","park-renfrew-community-dog-park-image.png","/images/parks/park-renfrew-community-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Roly Bird Park","roly-bird-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a06353c1b5af014f731c6_Roly%20Bird%20Park%20%E2%80%93%20Leash-Free%20Dog%20Area.png","","park-roly-bird-park-image.png","/images/parks/park-roly-bird-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Sandy Bruce Park","sandy-bruce-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842e1d3c55e0c5c2669d752_Sandy%20Bruce%20Park.jpg","","park-sandy-bruce-park-image.jpg","/images/parks/park-sandy-bruce-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Seton Off-Leash Area","seton-off-leash-area","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1c43a11eceb6869e9282_seton-off-leash-area-calgary-leash-free-dog-park.jpg","","park-seton-off-leash-area-image.jpg","/images/parks/park-seton-off-leash-area-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Shell Dog Park","shell-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68407b11ec421a44b2fdfbc9_Shell%20Dog%20Park.jpg","","park-shell-dog-park-image.jpg","/images/parks/park-shell-dog-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Sherwood Park","sherwood-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842e3a7bb02af480fcc825c_Walking%20trails%20in%20Sherwood%20Park.jpg","","park-sherwood-park-image.jpg","/images/parks/park-sherwood-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Sixteen Mile Sports Complex","sixteen-mile-sports-complex","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68405db71d5f8193ff7f7474_Sixteen%20Mile%20Sports%20Complex.jpg","","park-sixteen-mile-sports-complex-image.jpg","/images/parks/park-sixteen-mile-sports-complex-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Spanish Banks Park","spanish-banks-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf9fe489f2f6a3b7d375_dog-park-open-space-with-dog-on-grass.png","","park-spanish-banks-dog-park-vancouver-image.png","/images/parks/park-spanish-banks-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Sparwood Park","sparwood-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-sparwood-dog-park-vancouver-image.png","/images/parks/park-sparwood-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Stan Wadlow Park","stan-wadlow-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841f489e2c5bec6942da7fb_Stan%20Wadlow%20Park%20Leash%20Free.jpg","","park-stan-wadlow-park-image.jpg","/images/parks/park-stan-wadlow-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Stanley Park","stanley-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","","park-stanley-dog-park-image.png","/images/parks/park-stanley-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Strathcona Park","strathcona-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-strathcona-dog-park-image.png","/images/parks/park-strathcona-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Sunrise Park","sunrise-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","","park-sunrise-dog-park-vancouver-image.png","/images/parks/park-sunrise-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Sunset Beach","sunset-beach-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","","park-sunset-beach-dog-park-image.png","/images/parks/park-sunset-beach-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Sunset Park","sunset-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","","park-sunset-dog-park-vancouver-image.png","/images/parks/park-sunset-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Tecumseh Park","tecumseh-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","","park-tecumseh-dog-park-image.png","/images/parks/park-tecumseh-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Totoredaca Dog Park","totoredaca-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b268d245de2f3ad3a732_Totoredaca%20Dog%20Park.jpg","","park-totoredaca-dog-park-image.jpg","/images/parks/park-totoredaca-dog-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Valdez Park","valdez-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-valdez-dog-park-image.png","/images/parks/park-valdez-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Varsity Estates Park","varsity-estates-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5e1c8e482b390ba3cfc4_varsity-estates-park-sign.png","","park-varsity-estates-park-image.png","/images/parks/park-varsity-estates-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Warden Woods","warden-woods","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842d5f9f643bafba72bb0ff_Warden%20Woods%20Park.jpg","","park-warden-woods-image.jpg","/images/parks/park-warden-woods-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Wildwood Crescent Playground","wildwood-crescent-playground","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842dd15f643bafba730128c_Wildwood%20Crescent%20Playground%20dogs%20off-leash%20area.jpg","","park-wildwood-crescent-playground-image.jpg","/images/parks/park-wildwood-crescent-playground-image.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Dog Breeds","dog-breeds","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68befabfd016067ed6af0eda_Collage%20of%20multiple%20dog%20breeds%20(2880x1488","","blog-category-dog-breeds-card.jpg","/images/general/blog-category-dog-breeds-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Dog Gear","dog-gear","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/69066ccd283a0a25618cdd31_canadian-dog-gear-adventure-trail.jpg","","blog-category-dog-gear-card.jpg","/images/general/blog-category-dog-gear-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Dog Names","dog-names","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bf0830fc36f27098a4aaa8_Cute%20puppy%20with%20name%20tag%20(2880x1488","","blog-category-dog-names-card.jpg","/images/general/blog-category-dog-names-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Dog Parks","dog-parks","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bef84a071bc039505c4fdd_Wide%20shot%20of%20dogs%20running%20in%20a%20fenced%20park%20(2880x1488","","blog-category-dog-parks-card.jpg","/images/general/blog-category-dog-parks-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Health & Wellness","health-wellness","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bf0b14071bc0395063ade2_Dog%20with%20Canadian%20flag%20bandana%20at%20park%20(2880x1488","","blog-category-health-wellness-card.jpg","/images/general/blog-category-health-wellness-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Lifestyle & Community","lifestyle-community","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bf0cbbc7c5626a9d251a54_Dog%20with%20Canadian%20flag%20bandana%20at%20park%20(2880x1488","","blog-category-lifestyle-community-card.jpg","/images/general/blog-category-lifestyle-community-card.jpg","not_started","No local file matched yet."
"Medium","Blog Categories","Training & Behavior","training-behavior","Thumbnail Image (Image, optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bf0a2fb342dbb8fe3a4532_Dog%20training%20with%20treat%20in%20a%20park%20(2880x1488","","blog-category-training-behavior-card.jpg","/images/general/blog-category-training-behavior-card.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","https://www.canadianveterinarians.net","","blog-average-vet-costs-in-canada-image.jpg","/images/blog/blog-average-vet-costs-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","https://ovc.uoguelph.ca","","blog-average-vet-costs-in-canada-image.jpg","/images/blog/blog-average-vet-costs-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","https://trupanion.com/canada","","blog-average-vet-costs-in-canada-image.jpg","/images/blog/blog-average-vet-costs-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","https://www.statista.com","","blog-average-vet-costs-in-canada-image.jpg","/images/blog/blog-average-vet-costs-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Dog Leashes for Hiking in Canada: Tested on Trails","best-dog-leashes-for-hiking-in-canada","Rich Text Body","https://rockymountaindog.ca/?ref=ladlcphb","","blog-best-dog-leashes-for-hiking-in-canada-image.jpg","/images/blog/blog-best-dog-leashes-for-hiking-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Dog Leashes for Hiking in Canada: Tested on Trails","best-dog-leashes-for-hiking-in-canada","Rich Text Body","https://rockymountaindog.ca/?ref=ladlcphb","","blog-best-dog-leashes-for-hiking-in-canada-image.jpg","/images/blog/blog-best-dog-leashes-for-hiking-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","https://leashfree.ca/breed-groups/non-sporting-dogs","","blog-best-dogs-for-apartment-living-in-canada-image.jpg","/images/blog/blog-best-dogs-for-apartment-living-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","https://leashfree.ca/dog-names/golden-retriever-dog-names","","blog-best-family-dogs-in-canada-image.jpg","/images/blog/blog-best-family-dogs-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","https://www.nutricanine.ca/LeashFree</a></p><h3","","blog-best-fresh-dog-food-for-labrador-retrievers-in-canada-image.jpg","/images/blog/blog-best-fresh-dog-food-for-labrador-retrievers-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","https://leashfree.ca/ontario-dog-parks","","blog-best-fresh-dog-food-for-labrador-retrievers-in-canada-image.jpg","/images/blog/blog-best-fresh-dog-food-for-labrador-retrievers-in-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","https://leashfree.ca/dog-breeds/bichon-frise","","blog-best-hypoallergenic-dog-breeds-canadian-families-image.jpg","/images/blog/blog-best-hypoallergenic-dog-breeds-canadian-families-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","https://leashfree.ca/dog-names/portuguese-water-dog-dog-names","","blog-best-hypoallergenic-dog-breeds-canadian-families-image.jpg","/images/blog/blog-best-hypoallergenic-dog-breeds-canadian-families-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Crate Training 101","crate-training-101-puppy-guide","Rich Text Body","https://leashfree.ca/blog/dealing-with-separation-anxiety-in-dogs","","blog-crate-training-101-puppy-guide-image.jpg","/images/blog/blog-crate-training-101-puppy-guide-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e196d3b7860f6623f96991_diy-halloween-dog-costumes-examples-2-leashfree-2880x1488.jpg","","blog-diy-halloween-dog-costumes-image.jpg","/images/blog/blog-diy-halloween-dog-costumes-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e19726bac9120c0c52a90e_diy-halloween-dog-costumes-examples-1-leashfree-2880x1488.jpg","","blog-diy-halloween-dog-costumes-image.jpg","/images/blog/blog-diy-halloween-dog-costumes-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://pmc.ncbi.nlm.nih.gov/articles/PMC7521022","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://www.sciencedirect.com/science/article/abs/pii/S0168159110002923","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://www.aaha.org/wp-content/uploads/globalassets/02-guidelines/behavior-management/2015_aaha_canine_and_feline_behavior_management_guidelines_final.pdf","","blog-dealing-with-separation-anxiety-in-dogs-image.pdf","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.pdf","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://youtu.be/BmVSLqCh-RI?si=ZXEz0vAIyIzcSiQw","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://www.youtube.com/embed/BmVSLqCh-RI","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://youtu.be/JWopd1m6_h0?si=SLqsPaaYvu5h5ubH","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://www.youtube.com/embed/JWopd1m6_h0","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://youtu.be/jbYYyESCvcA?si=Sqg-M2yxGFFdDafX","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","https://www.youtube.com/embed/jbYYyESCvcA","","blog-dealing-with-separation-anxiety-in-dogs-image.jpg","/images/blog/blog-dealing-with-separation-anxiety-in-dogs-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","http://www.w3.org/2000/svg","","blog-dog-age-calculator-image.jpg","/images/blog/blog-dog-age-calculator-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","https://leashfree.ca/dog-breeds","","blog-dog-age-calculator-image.jpg","/images/blog/blog-dog-age-calculator-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","https://www.canadianveterinarians.net","","blog-dog-insurance-waiting-periods-canada-image.jpg","/images/blog/blog-dog-insurance-waiting-periods-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","https://trupanion.com/canada","","blog-dog-insurance-waiting-periods-canada-image.jpg","/images/blog/blog-dog-insurance-waiting-periods-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","https://www.petsplusus.com","","blog-dog-insurance-waiting-periods-canada-image.jpg","/images/blog/blog-dog-insurance-waiting-periods-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","https://www.fetchpet.com","","blog-dog-insurance-waiting-periods-canada-image.jpg","/images/blog/blog-dog-insurance-waiting-periods-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Halloween Safety Tips for Dogs","halloween-dog-safety-tips","Rich Text Body","https://leashfree.ca/blog/dealing-with-separation-anxiety-in-dogs","","blog-halloween-dog-safety-tips-image.jpg","/images/blog/blog-halloween-dog-safety-tips-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","https://leashfree.ca/blog/blog-dog-park-etiquette-canada","","blog-how-to-choose-the-right-dog-park-for-your-pup-image.jpg","/images/blog/blog-how-to-choose-the-right-dog-park-for-your-pup-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","https://leashfree.ca/dog-parks","","blog-how-to-choose-the-right-dog-park-for-your-pup-image.jpg","/images/blog/blog-how-to-choose-the-right-dog-park-for-your-pup-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Additional Images (Optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e14603973359ef99efc874_choose-right-dog-park-hero-leashfree-2880x1488.jpg","","blog-how-to-choose-the-right-dog-park-for-your-pup-gallery.jpg","/images/blog/blog-how-to-choose-the-right-dog-park-for-your-pup-gallery.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","https://www.canadianveterinarians.net","","blog-is-dog-insurance-worth-it-canada-image.jpg","/images/blog/blog-is-dog-insurance-worth-it-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","https://ovc.uoguelph.ca","","blog-is-dog-insurance-worth-it-canada-image.jpg","/images/blog/blog-is-dog-insurance-worth-it-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","https://trupanion.com/canada","","blog-is-dog-insurance-worth-it-canada-image.jpg","/images/blog/blog-is-dog-insurance-worth-it-canada-image.jpg","not_started","No local file matched yet."
