"route","title","meta_description","h1_count","text_length","broken_internal_links","redirect_covered_links","broken_images","placeholder_images","canonical","missing_from_sitemap","notes"
"/dog-parks/buena-vista-park-off-leash-dog-park/","Buena Vista Park Off-Leash Dog Park | LeashFree.ca","Buena Vista Park is a beloved off-leash destination in Edmonton, offering riverside trails and wide green areas for dogs to explore.","1","1476","","","","1","https://leashfree.ca/dog-parks/buena-vista-park-off-leash-dog-park/","no",""
"/dog-parks/burgoyne-woods-park/","Burgoyne Woods Leash-Free Dog Park (St. Catharines) | LeashFree.ca","Located in the heart of St. Catharines, Burgoyne Woods Leash-Free Dog Park offers a large natural space for dogs to roam off-leash among trees and trails. It’s a peaceful, shaded...","1","1938","","","","1","https://leashfree.ca/dog-parks/burgoyne-woods-park/","no",""
"/dog-parks/burlington/","Dog Parks in Burlington Ontario | LeashFree.ca","Discover top leash-free dog parks in Burlington, Ontario. Find safe, fenced, off-leash areas to exercise your dog and explore Burlington’s best green spaces.","1","4882","","","","0","https://leashfree.ca/dog-parks/burlington/","no",""
"/dog-parks/burnaby/","Off-Leash Dog Parks in Burnaby BC | LeashFree.ca","Explore Burnaby’s best off-leash dog parks and pet-friendly trails. Discover where your dog can play, run, and enjoy fenced parks or nature paths in Burnaby BC.","1","3518","","","","0","https://leashfree.ca/dog-parks/burnaby/","no",""
"/dog-parks/burnaby-fraser-foreshore-park/","Burnaby Fraser Foreshore Park Leash-Free Area | LeashFree.ca","Burnaby Fraser Foreshore Park offers dogs a large off-leash riverside area with trails and open natural spaces.","1","1485","","","","1","https://leashfree.ca/dog-parks/burnaby-fraser-foreshore-park/","no",""
"/dog-parks/burnaby-heights-park/","Burnaby Heights Park Leash-Free Area | LeashFree.ca","Burnaby Heights Park provides a fenced off-leash area for dogs to enjoy alongside family-friendly amenities and scenic views.","1","1461","","","","1","https://leashfree.ca/dog-parks/burnaby-heights-park/","no",""
"/dog-parks/burrard-view-dog-park-vancouver/","Burrard View Park (off-leash dog park) | LeashFree.ca","Burrard View Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minim...","1","1697","","","","1","https://leashfree.ca/dog-parks/burrard-view-dog-park-vancouver/","no",""
"/dog-parks/caesars-off-leash-area/","Caesar’s Off-Leash Dog Park | LeashFree.ca","Caesar’s Off-Leash Area in London is a well-loved fenced park with mature trees, open space, and a friendly community vibe. It’s one of the city’s top destinations for off-leash f...","1","1687","","","","1","https://leashfree.ca/dog-parks/caesars-off-leash-area/","no",""
"/dog-parks/calgary/","Off-Leash Dog Parks in Calgary | LeashFree.ca","Discover Calgary’s best off-leash dog parks. From fenced enclosures to riverside trails and natural meadows, explore where your pup can roam free across the city.","1","13782","","","","1","https://leashfree.ca/dog-parks/calgary/","no",""
"/dog-parks/callingwood-park-off-leash-area/","Callingwood Park Off-Leash Area | LeashFree.ca","Callingwood Park is a convenient off-leash area in Edmonton with a fenced grassy enclosure and nearby community facilities.","1","1467","","","","1","https://leashfree.ca/dog-parks/callingwood-park-off-leash-area/","no",""
"/dog-parks/campbell-memorial-park-dog-off-leash-area/","Campbell Memorial Park Dog Off-Leash Area | LeashFree.ca","Campbell Memorial Park Dog Off-Leash Area is a popular leash-free spot in East London, featuring fenced open space and tree cover for comfort. It’s a great place for dogs to play...","1","1737","","","","1","https://leashfree.ca/dog-parks/campbell-memorial-park-dog-off-leash-area/","no",""
"/dog-parks/campbellford/","Dog Parks in Campbellford Ontario | LeashFree.ca","Discover the leash-free dog park in Campbellford, Ontario. A great space for your dog to run, play, and socialize in a safe and fenced environment.","1","1961","","","","0","https://leashfree.ca/dog-parks/campbellford/","no",""
"/dog-parks/campbellford-dog-park/","Campbellford Dog Park Leash-Free Dog Park | LeashFree.ca","Campbellford Dog Park is a welcoming off-leash space in Campbellford where dogs can run freely in a secure, grassy environment.","1","1510","","","","1","https://leashfree.ca/dog-parks/campbellford-dog-park/","no",""
"/dog-parks/canoe-landing-park/","Canoe Landing Park (Leash-Free Dog Area) | LeashFree.ca","Canoe Landing Park’s leash-free zone is a standout downtown dog destination, equipped with artificial turf and agility features.","1","1671","","","","1","https://leashfree.ca/dog-parks/canoe-landing-park/","no",""
"/dog-parks/canyon-meadows-off-leash-area/","Canyon Meadows Off-Leash Area (South Calgary) | LeashFree.ca","Canyon Meadows Off-Leash Area in South Calgary offers a large grassy space for dogs to run freely and socialize with plenty of room to roam.","1","1626","","","","1","https://leashfree.ca/dog-parks/canyon-meadows-off-leash-area/","no",""
"/dog-parks/captain-cornelius-park/","Captain Cornelius Park Dog Park in Hamilton, Ontario | LeashFree.ca","Captain Cornelius Park is a small neighborhood park offering open grass and seating for relaxed on-leash walks with your dog.","1","1665","","","","1","https://leashfree.ca/dog-parks/captain-cornelius-park/","no",""
"/dog-parks/carburn-park-off-leash-area/","Carburn Park (Scenic Off-Leash Trails by the River) | LeashFree.ca","Carburn Park offers scenic, peaceful riverside trails and green space in southeast Calgary for dogs to roam freely and safely off leash.","1","1609","","","","1","https://leashfree.ca/dog-parks/carburn-park-off-leash-area/","no",""
"/dog-parks/carmel-park-chilliwack/","Carmel Park Leash-Free Dog Park | LeashFree.ca","Carmel Park is a small community park in Chilliwack where dogs can enjoy some off-leash exercise.","1","1437","","","","1","https://leashfree.ca/dog-parks/carmel-park-chilliwack/","no",""
"/dog-parks/carol-disher-park/","Carol Disher Leash-Free Dog Park (Catherine Street Park) | LeashFree.ca","Carol Disher Leash-Free Dog Park provides a compact and accessible space for dog lovers in central St. Catharines. Nestled in Catherine Street Park, it’s ideal for quick visits an...","1","1907","","","","1","https://leashfree.ca/dog-parks/carol-disher-park/","no",""
"/dog-parks/cassels-avenue-playground/","Cassels Avenue Playground (Leash-Free Dog Area) | LeashFree.ca","Cassels Avenue Playground provides a compact, fenced leash-free area nestled in the Upper Beaches. It’s a peaceful option for neighborhood dog owners looking for a safe, local spo...","1","1921","","","","1","https://leashfree.ca/dog-parks/cassels-avenue-playground/","no",""
"/dog-parks/castle-park/","Castle Park Off Leash Dog Area | LeashFree.ca","Castle Park offers a small off-leash dog area in Coquitlam with fenced perimeter and stunning scenic surroundings.","1","1444","","","","1","https://leashfree.ca/dog-parks/castle-park/","no",""
"/dog-parks/caswell-mayfair-dog-park/","Caswell (Mayfair) Dog Park Leash-Free Dog Park | LeashFree.ca","Caswell (Mayfair) Dog Park in Saskatoon offers a centrally located, fully fenced off-leash space perfect for city dog owners.","1","1507","","","","1","https://leashfree.ca/dog-parks/caswell-mayfair-dog-park/","no",""
"/dog-parks/cathy-lauritsen-memorial-off-leash-dog-park/","Cathy Lauritsen Memorial Off-Leash Dog Park Leash-Free Dog Park | LeashFree.ca","Cathy Lauritsen Memorial Off-Leash Dog Park in Regina features a large grassy area along Wascana Creek, offering space for dogs to explore and play.","1","1610","","","","1","https://leashfree.ca/dog-parks/cathy-lauritsen-memorial-off-leash-dog-park/","no",""
"/dog-parks/cedar-creek-park-kelowna/","Cedar Creek Park Leash-Free Beach Area | LeashFree.ca","Cedar Creek Park in Kelowna is a popular dog-friendly beach offering off-leash lake access for dogs to swim and play.","1","1425","","","","1","https://leashfree.ca/dog-parks/cedar-creek-park-kelowna/","no",""
"/dog-parks/cedar-hedge-park-west/","Cedar Hedge Park West Leash-Free Dog Park in Milton, Ontario | LeashFree.ca","Cedar Hedge Park West features a fully fenced leash-free area with grassy space for dogs to run and play off-leash in Milton.","1","1716","","","","1","https://leashfree.ca/dog-parks/cedar-hedge-park-west/","no",""
"/dog-parks/cedarvale-park/","Cedarvale Park (Leash-Free Dog Area) | LeashFree.ca","Cedarvale Park provides a natural off-leash environment with wooded trails and grassy terrain, perfect for active dogs and nature-loving owners.","1","1704","","","","1","https://leashfree.ca/dog-parks/cedarvale-park/","no",""
"/dog-parks/cedarvale-park-halton-hills/","Cedarvale Park Leash-Free Dog Park in Halton Hills, Ontario | LeashFree.ca","Cedarvale Park’s leash-free dog area offers a spacious fenced space with shade, seating, and ample room for dogs to run off-leash in Halton Hills.","1","1719","","","","1","https://leashfree.ca/dog-parks/cedarvale-park-halton-hills/","no",""
"/dog-parks/centennial-park-white-rock/","Centennial Park Leash-Free Dog Area | LeashFree.ca","Centennial Park in White Rock includes a grassy off-leash dog zone perfect for exercise and play in a central location.","1","1487","","","","1","https://leashfree.ca/dog-parks/centennial-park-white-rock/","no",""
"/dog-parks/central-bark-dog-park/","Central Bark Dog Park Leash-Free Dog Park | LeashFree.ca","Central Bark Dog Park in Prince Albert is a fenced, off-leash space offering dogs a safe place to run and play.","1","1475","","","","1","https://leashfree.ca/dog-parks/central-bark-dog-park/","no",""
"/dog-parks/central-park/","Central Park (Leash-Free Dog Area) | LeashFree.ca","Central Park","1","1687","","","","1","https://leashfree.ca/dog-parks/central-park/","no",""
"/dog-parks/charleson-dog-park/","Charleson Park (off-leash dog park) | LeashFree.ca","Charleson Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minimal...","1","1706","","","","1","https://leashfree.ca/dog-parks/charleson-dog-park/","no",""
"/dog-parks/charleson-dog-park-8fc05/","Charleson Park (off-leash dog park) | LeashFree.ca","Charleson Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minimal...","1","1735","","","","1","https://leashfree.ca/dog-parks/charleson-dog-park-8fc05/","no",""
"/dog-parks/charleston-lake/","Dog-Friendly Trails at Charleston Lake Ontario | LeashFree.ca","Discover dog-friendly hiking trails at Charleston Lake, Ontario. While there’s no fenced dog park, dogs on leash are welcome to explore scenic park trails and lakeside routes.","1","2119","","","","0","https://leashfree.ca/dog-parks/charleston-lake/","no",""
"/dog-parks/charleston-lake-provincial-park/","Charleston Lake Provincial Park Leash-Free Dog Park | LeashFree.ca","Charleston Lake Provincial Park offers dog-friendly beach access and wooded trails, ideal for off-leash fun in a natural setting.","1","1673","","","","1","https://leashfree.ca/dog-parks/charleston-lake-provincial-park/","no",""
"/dog-parks/charleswood-dog-park/","Charleswood Dog Park Leash-Free Dog Park | LeashFree.ca","Charleswood Dog Park in Winnipeg is a beloved forested dog park with scenic trails and wide-open space for off-leash fun.","1","1437","","","","1","https://leashfree.ca/dog-parks/charleswood-dog-park/","no",""
"/dog-parks/chemainus-lake-park-ladysmith/","Chemainus Lake Park Leash-Free Area | LeashFree.ca","Chemainus Lake Park near Ladysmith offers a scenic off-leash trail loop around the lake, perfect for dog exercise and nature time.","1","1504","","","","1","https://leashfree.ca/dog-parks/chemainus-lake-park-ladysmith/","no",""
"/dog-parks/cherry-beach-clarke-beach-park/","Cherry Beach/Clarke Beach Park (Leash-Free Dog Area) | LeashFree.ca","Cherry Beach is a unique leash-free area where dogs can run along the sand and swim in Lake Ontario, making it a favorite summer destination for pet owners.","1","1715","","","","1","https://leashfree.ca/dog-parks/cherry-beach-clarke-beach-park/","no",""
"/dog-parks/chevrier-park-cornwall/","Chevrier Park Leash Free Dog Park | LeashFree.ca","Chevrier Park is a small neighborhood park in Cornwall where dogs are welcome on-leash for a stroll or a play session on the grass.","1","1518","","","","1","https://leashfree.ca/dog-parks/chevrier-park-cornwall/","no",""
"/dog-parks/chief-whitecap-park/","Chief Whitecap Park Leash-Free Dog Park | LeashFree.ca","Chief Whitecap Park in Saskatoon offers a natural riverside setting for dogs to explore off-leash across scenic trails.","1","1516","","","","1","https://leashfree.ca/dog-parks/chief-whitecap-park/","no",""
"/dog-parks/chilliwack/","Dog Parks in Chilliwack BC | LeashFree.ca","Explore off-leash dog parks in Chilliwack, BC. From fenced dog runs to scenic trails, discover the best places to exercise your dog in this outdoor-loving Fraser Valley city.","1","4855","","","","0","https://leashfree.ca/dog-parks/chilliwack/","no",""
"/dog-parks/chilliwack-community-forest/","Chilliwack Community Forest Leash-Free Dog Park | LeashFree.ca","Chilliwack Community Forest offers a natural off-leash experience through scenic trails surrounded by forest in Chilliwack.","1","1494","","","","1","https://leashfree.ca/dog-parks/chilliwack-community-forest/","no",""
"/dog-parks/chris-gibson-park/","Chris Gibson Park Leash-Free Dog Park | LeashFree.ca","Chris Gibson Park in Brampton offers a convenient fenced dog park near the recreation centre, ideal for quick off-leash visits.","1","1535","","","","1","https://leashfree.ca/dog-parks/chris-gibson-park/","no",""
"/dog-parks/churchill-park/","Churchill Park Dog Park in Hamilton, Ontario | LeashFree.ca","Churchill Park offers wide open fields and scenic trails for on-leash dog walks right beside Hamilton","1","1664","","","","1","https://leashfree.ca/dog-parks/churchill-park/","no",""
"/dog-parks/clarence-square-park/","Clarence Square Park (Leash-Free Dog Area) | LeashFree.ca","Clarence Square Park is a charming downtown off-leash area, shaded and secure, catering to Toronto’s condo-dwelling dog lovers.","1","1675","","","","1","https://leashfree.ca/dog-parks/clarence-square-park/","no",""
"/dog-parks/coach-hill-off-leash-area/","Coach Hill Off-Leash Area (Scenic Southwest Trail) | LeashFree.ca","The Coach Hill Off-Leash Area is a peaceful, tree-lined green space in southwest Calgary where dogs can explore grassy slopes and trails off-leash.","1","1645","","","","1","https://leashfree.ca/dog-parks/coach-hill-off-leash-area/","no",""
"/dog-parks/colin-alton-parkette/","Colin Alton Parkette (Leash-Free Dog Area) | LeashFree.ca","Colin Alton Parkette provides a thoughtfully designed leash-free area in Burlington","1","1726","","","","1","https://leashfree.ca/dog-parks/colin-alton-parkette/","no",""
"/dog-parks/colonel-danforth-park/","Colonel Danforth Park Dog Park in Scarborough, Ontario | LeashFree.ca","Colonel Danforth Park offers extensive nature trails along Highland Creek for peaceful on-leash adventures with your dog.","1","1668","","","","1","https://leashfree.ca/dog-parks/colonel-danforth-park/","no",""
"/dog-parks/colonel-samuel-smith-park/","Colonel Samuel Smith Park Leash-Free Dog Park on Toronto Waterfront | LeashFree.ca","Colonel Samuel Smith Park features a scenic leash-free area with access to Toronto","1","1747","","","","1","https://leashfree.ca/dog-parks/colonel-samuel-smith-park/","no",""
"/dog-parks/colonel-samuel-smith-park-etobicoke/","Colonel Samuel Smith Park Leash-Free Dog Park | LeashFree.ca","Colonel Samuel Smith Park offers a large off-leash waterfront experience with scenic trails and abundant wildlife.","1","1537","","","","1","https://leashfree.ca/dog-parks/colonel-samuel-smith-park-etobicoke/","no",""
"/dog-parks/community-common/","Community Common (Urban Leash-Free Zone) | LeashFree.ca","Community Common provides a convenient leash-free area in downtown Mississauga, perfect for quick visits and socializing your dog during a busy day.","1","1793","","","","1","https://leashfree.ca/dog-parks/community-common/","no",""
"/dog-parks/confederation-park/","Confederation Park (Leash-Free Dog Area) | LeashFree.ca","Confederation Park is a charming off-leash destination in northwest Calgary, where dogs can explore scenic trails surrounded by mature trees and green space.","1","1619","","","","1","https://leashfree.ca/dog-parks/confederation-park/","no",""
"/dog-parks/confederation-park-075b6/","Confederation Park (Leash-Free Dog Area) | LeashFree.ca","Confederation Park features a spacious, fenced leash-free zone with benches and shade, making it a great gathering spot for local dog owners.","1","1683","","","","1","https://leashfree.ca/dog-parks/confederation-park-075b6/","no",""
"/dog-parks/confederation-park-burnaby/","Confederation Park Leash-Free Area | LeashFree.ca","Confederation Park in Burnaby provides a clean and friendly off-leash area ideal for community dog play and family visits.","1","1466","","","","1","https://leashfree.ca/dog-parks/confederation-park-burnaby/","no",""
"/dog-parks/connaught-off-leash-area/","Connaught Off-Leash Area (Compact Green Pocket) | LeashFree.ca","Connaught’s off-leash pocket park provides a practical green space in the Beltline for urban dog owners looking for a quick and convenient outing.","1","1607","","","","1","https://leashfree.ca/dog-parks/connaught-off-leash-area/","no",""
"/dog-parks/conrose-park/","Conrose Park Leash-Free Dog Park | LeashFree.ca","Conrose Park is a seasonal leash-free dog park in Halifax, known for its large sports fields open to dogs in the winter. It provides plenty of room for dogs to run off-leash close...","1","1651","","","","1","https://leashfree.ca/dog-parks/conrose-park/","no",""
"/dog-parks/conroy-pit/","Conroy Pit Leash-Free Dog Park | LeashFree.ca","Conroy Pit is a large public leash-free area in Ottawa with diverse trails and open spaces ideal for running and exploring safely.","1","1459","","","","1","https://leashfree.ca/dog-parks/conroy-pit/","no",""
"/dog-parks/coopers-dog-park/","Coopers' Park (off-leash dog park) | LeashFree.ca","Coopers","1","1768","","","","1","https://leashfree.ca/dog-parks/coopers-dog-park/","no",""
"/dog-parks/coquitlam/","Dog Parks in Coquitlam BC | LeashFree.ca","Explore Coquitlam’s best off-leash dog parks and trails. Discover fenced zones, open fields, and scenic forest paths where dogs can safely run and play.","1","2577","","","","0","https://leashfree.ca/dog-parks/coquitlam/","no",""
"/dog-parks/corbetts-park/","Corbett's Park Leash-Free Dog Park | LeashFree.ca","Corbett","1","1515","","","","1","https://leashfree.ca/dog-parks/corbetts-park/","no",""
"/dog-parks/cornwall/","Dog Parks in Cornwall Ontario | LeashFree.ca","Discover leash-free dog parks in Cornwall, Ontario. Explore safe, fenced areas where your dog can run, play, and socialize with others year-round.","1","3040","","","","0","https://leashfree.ca/dog-parks/cornwall/","no",""
"/dog-parks/cottonwood-falls-park-nelson/","Cottonwood Falls Park Leash-Free Area | LeashFree.ca","Cottonwood Falls Park is a peaceful green space in Nelson where dogs can enjoy a leash-free experience near the sound of waterfalls.","1","1474","","","","1","https://leashfree.ca/dog-parks/cottonwood-falls-park-nelson/","no",""
"/dog-parks/courtice/","Dog Parks in Courtice Ontario | LeashFree.ca","Find leash-free dog parks in Courtice, Ontario. Explore safe, fenced off-leash areas where your dog can run, play, and socialize year-round.","1","2147","","","","0","https://leashfree.ca/dog-parks/courtice/","no",""
"/dog-parks/cowan-sportsplex-dog-park/","Cowan Sportsplex Dog Park (Leash-Free Dog Area) | LeashFree.ca","Cowan Sportsplex Dog Park in Woodstock is a convenient off-leash space for dog owners looking to combine walking and play. Adjacent to the Sportsplex and featuring a walking path...","1","1721","","","","1","https://leashfree.ca/dog-parks/cowan-sportsplex-dog-park/","no",""
"/dog-parks/coxwell-ravine-park/","Coxwell Ravine Park (Leash-Free Dog Area) | LeashFree.ca","Coxwell Ravine Park offers a unique leash-free trail experience along Toronto’s Taylor Creek. Surrounded by trees and natural terrain, it","1","1923","","","","1","https://leashfree.ca/dog-parks/coxwell-ravine-park/","no",""
"/dog-parks/crab-park-at-portside-dog-park/","CRAB Park at Portside (off-leash dog park) | LeashFree.ca","CRAB Park at Portside is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, m...","1","1780","","","","1","https://leashfree.ca/dog-parks/crab-park-at-portside-dog-park/","no",""
"/dog-parks/craigleigh-gardens/","Craigleigh Gardens (Leash-Free Dog Area) | LeashFree.ca","Craigleigh Gardens is a scenic, partially wooded park offering a tranquil off-leash experience among mature trees and winding paths in Rosedale.","1","1802","","","","1","https://leashfree.ca/dog-parks/craigleigh-gardens/","no",""
"/dog-parks/crimson-ridge-park-chilliwack/","Crimson Ridge Park Leash-Free Dog Park | LeashFree.ca","Crimson Ridge Park provides local dog owners in Chilliwack with a simple off-leash space in a quiet residential area.","1","1485","","","","1","https://leashfree.ca/dog-parks/crimson-ridge-park-chilliwack/","no",""
"/dog-parks/crystal-ridge-neighbourhood-off-leash-area/","Crystal Ridge Neighbourhood Off-Leash Area | LeashFree.ca","Crystal Ridge Off-Leash Area in Grande Prairie offers an unfenced green space where dogs can roam freely under supervision in a relaxed setting.","1","1576","","","","1","https://leashfree.ca/dog-parks/crystal-ridge-neighbourhood-off-leash-area/","no",""
"/dog-parks/currie-bark-park/","Currie Bark Park (Fenced Dog Park) | LeashFree.ca","Currie Bark Park offers a secure, urban-friendly off-leash zone with agility structures and lighting, perfect for dogs to play safely day or night.","1","1610","","","","1","https://leashfree.ca/dog-parks/currie-bark-park/","no",""
"/dog-parks/dale-hodges-park/","Dale Hodges Park (Leash-Free Dog Area) | LeashFree.ca","Dale Hodges Park offers Calgary dog owners a stunning mix of art, nature, and off-leash adventure along the Bow River’s edge.","1","1607","","","","1","https://leashfree.ca/dog-parks/dale-hodges-park/","no",""
"/dog-parks/dartmouth-common/","Dartmouth Common Leash-Free Dog Park | LeashFree.ca","Dartmouth Common is a popular leash-free dog park in Dartmouth, known for its open lawns and central location. It is a convenient spot for dogs to run and socialize with great vie...","1","1556","","","","1","https://leashfree.ca/dog-parks/dartmouth-common/","no",""
"/dog-parks/david-bartlett-park/","David Bartlett Park Leash-Free Dog Park | LeashFree.ca","David Bartlett Park is a public leash-free area in Manotick featuring trails, open space, and Rideau River access for dogs to explore and play.","1","1514","","","","1","https://leashfree.ca/dog-parks/david-bartlett-park/","no",""
"/dog-parks/david-crombie-park/","David Crombie Park (Dogs Allowed Area) | LeashFree.ca","David Crombie Park provides a quiet urban escape with benches and green space for on-leash dog walks through downtown Toronto.","1","1710","","","","1","https://leashfree.ca/dog-parks/david-crombie-park/","no",""
"/dog-parks/david-gray-park-burnaby/","David Gray Park Leash-Free Area | LeashFree.ca","David Gray Park in Burnaby offers a cozy off-leash dog area in a quiet residential neighborhood.","1","1413","","","","1","https://leashfree.ca/dog-parks/david-gray-park-burnaby/","no",""
"/dog-parks/dawson-park-off-leash-area/","Dawson Park Off-Leash Area | LeashFree.ca","Dawson Park Off-Leash Area in Edmonton offers tranquil riverside trails and grassy spaces for dogs and their owners to explore together.","1","1469","","","","1","https://leashfree.ca/dog-parks/dawson-park-off-leash-area/","no",""
"/dog-parks/deer-ridge-park/","Deer Ridge Park (Off-Leash Area) | LeashFree.ca","The Deer Ridge Off-Leash Area provides a relaxed setting with peaceful trails, perfect for a quiet walk with your pup in south Calgary.","1","1572","","","","1","https://leashfree.ca/dog-parks/deer-ridge-park/","no",""
"/dog-parks/deveaux-woods-state-park-dog-park/","DeVeaux Woods State Park Dog Park Leash-Free Dog Park | LeashFree.ca","DeVeaux Woods State Park Dog Park is a fully fenced off-leash area just across the border from Niagara Falls, perfect for international dog-friendly visits.","1","1619","","","","1","https://leashfree.ca/dog-parks/deveaux-woods-state-park-dog-park/","no",""
"/dog-parks/devonian-harbour-dog-park/","Devonian Harbour (Leash Free Dog Park) | LeashFree.ca","Devonian Harbour is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minima...","1","1750","","","","1","https://leashfree.ca/dog-parks/devonian-harbour-dog-park/","no",""
"/dog-parks/diamond-jubilee-park/","Diamond Jubilee Park Leash-Free Dog Park | LeashFree.ca","Diamond Jubilee Park in Ottawa offers a small fenced leash-free zone for neighborhood dog play and quick outings.","1","1498","","","","1","https://leashfree.ca/dog-parks/diamond-jubilee-park/","no",""
"/dog-parks/diana-princess-of-wales-park-ladysmith/","Diana, Princess of Wales Park Leash-Free Area | LeashFree.ca","Diana, Princess of Wales Park is a green space in Ladysmith offering off-leash dog play alongside family-friendly amenities.","1","1493","","","","1","https://leashfree.ca/dog-parks/diana-princess-of-wales-park-ladysmith/","no",""
"/dog-parks/dodger-dog-park/","Dodger Dog Park | LeashFree.ca","Dodger Dog Park in St. Albert is a fenced dog park honoring a service dog, providing a safe, open space for dogs to roam off-leash.","1","1459","","","","1","https://leashfree.ca/dog-parks/dodger-dog-park/","no",""
"/dog-parks/dog-beach-white-rock/","Dog Off-leash Swimming Beach | LeashFree.ca","The Dog Off-leash Swimming Beach near White Rock gives dogs a rare chance to swim freely and play in the water off-leash.","1","1563","","","","1","https://leashfree.ca/dog-parks/dog-beach-white-rock/","no",""
"/dog-parks/dog-friendly-beach-island-22/","Dog-Friendly Beach (Island 22 Riverside) Leash-Free Dog Park | LeashFree.ca","This riverside dog-friendly beach in Island 22 Regional Park is a great off-leash spot in Chilliwack for dogs who love to swim and run in open areas.","1","1600","","","","1","https://leashfree.ca/dog-parks/dog-friendly-beach-island-22/","no",""
"/dog-parks/dog-park-at-selkirk-park/","Dog Park at Selkirk Park Leash-Free Dog Park | LeashFree.ca","Dog Park at Selkirk Park is a large, fully fenced off-leash dog park in Selkirk, MB, offering safe and open space for dogs to play.","1","1467","","","","1","https://leashfree.ca/dog-parks/dog-park-at-selkirk-park/","no",""
"/dog-parks/dog-relief-station-new-westminster/","Dog Relief Station Leash Free Area | LeashFree.ca","The Dog Relief Station in downtown New Westminster provides a convenient fenced space for dogs to enjoy a quick off-leash break.","1","1502","","","","1","https://leashfree.ca/dog-parks/dog-relief-station-new-westminster/","no",""
"/dog-parks/doggy-diamond-off-leash-park/","Doggy Diamond Off-Leash Park Leash-Free Dog Park | LeashFree.ca","Doggy Diamond is a popular off-leash dog park in Brandon, MB, known for its secure fencing and large open space for dogs to run and play.","1","1485","","","","1","https://leashfree.ca/dog-parks/doggy-diamond-off-leash-park/","no",""
"/dog-parks/dogwood-park/","Dogwood Park Leash-Free Dog Park | LeashFree.ca","Dogwood Park is a top destination in White Rock for off-leash dog walking, featuring wooded trails and a peaceful setting.","1","1490","","","","1","https://leashfree.ca/dog-parks/dogwood-park/","no",""
"/dog-parks/don-bayer-park/","Don Bayer Park Leash-Free Dog Park | LeashFree.ca","Don Bayer Park is a growing leash-free dog park in Dartmouth, appreciated for its fenced space and easy access near Burnside. It is a great spot for energetic dogs to run and soci...","1","1558","","","","1","https://leashfree.ca/dog-parks/don-bayer-park/","no",""
"/dog-parks/don-boudria-park/","Don Boudria Park Leash-Free Dog Park | LeashFree.ca","Don Boudria Park is a neighborhood leash-free dog park in Ottawa, ideal for short walks and fenced play sessions.","1","1460","","","","1","https://leashfree.ca/dog-parks/don-boudria-park/","no",""
"/dog-parks/don-russell-memorial-park/","Don Russell Memorial Park Dog Park in Etobicoke, Ontario | LeashFree.ca","Don Russell Memorial Park offers a simple on-leash green space for quiet neighborhood dog walks.","1","1642","","","","1","https://leashfree.ca/dog-parks/don-russell-memorial-park/","no",""
"/dog-parks/don-russell-memorial-park-etobicoke/","Don Russell Memorial Park Leash-Free Dog Park | LeashFree.ca","Don Russell Memorial Park provides a friendly community off-leash space near Etobicoke’s waterfront, ideal for casual dog walks.","1","1548","","","","1","https://leashfree.ca/dog-parks/don-russell-memorial-park-etobicoke/","no",""
"/dog-parks/don-valley-brick-works/","Don Valley Brick Works Park (Leash-Free Dog Area) | LeashFree.ca","Don Valley Brick Works Park is a lush, green retreat in the city that offers dog owners a scenic, informal off-leash trail experience. While not fenced, it’s beloved for peaceful...","1","1906","","","","1","https://leashfree.ca/dog-parks/don-valley-brick-works/","no",""
"/dog-parks/douglasdale-off-leash-area/","Douglasdale Park (Off-Leash Pathway Loop) | LeashFree.ca","Douglasdale Off-Leash Area offers a simple loop pathway and grassy area for neighborhood dogs to stretch their legs in a peaceful setting.","1","1604","","","","1","https://leashfree.ca/dog-parks/douglasdale-off-leash-area/","no",""
"/dog-parks/duggan-park/","Duggan Park Leash-Free Dog Park | LeashFree.ca","Duggan Park is a peaceful leash-free dog park in Brampton, perfect for relaxed visits with shaded areas and street access.","1","1471","","","","1","https://leashfree.ca/dog-parks/duggan-park/","no",""
"/dog-parks/duggan-park-kelowna/","Duggan Park Leash-Free Area | LeashFree.ca","Duggan Park is a small community park in Kelowna with a fenced off-leash area perfect for casual dog play.","1","1409","","","","1","https://leashfree.ca/dog-parks/duggan-park-kelowna/","no",""
"/dog-parks/dunmoore-park-pickering/","Dunmoore Park Leash-Free Dog Park | LeashFree.ca","Dunmoore Park is a fenced leash-free dog park in Pickering, perfect for letting your pup run and socialize.","1","1424","","","","1","https://leashfree.ca/dog-parks/dunmoore-park-pickering/","no",""
"/dog-parks/dusty-greenwell-dog-park-vancouver/","Dusty Greenwell Park (off-leash dog park) | LeashFree.ca","Dusty Greenwell Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, mi...","1","1819","","","","1","https://leashfree.ca/dog-parks/dusty-greenwell-dog-park-vancouver/","no",""
